,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
21,21,0,0,0,0,0,9.148,35.168,0,41.36,0,0,22.701,16.301,0,52.318,14.208,0,25.606,25.411,0,25.584,26.928,15.368,18.622,14.903,14.821,3.445,38.7,0,0,0,0,0,0,19.3,6.4,47.3,-6.714,8.6,1.886,469.82,17/1/2012
22,22,0,0,0,0,0,9.287,0,0,41.527,0,0,22.601,16.301,0,53.354,14.8,0,25.606,25.801,0,34.591,26.796,11.991,8.873,0,0,3.533,38.9,0,0,0,0,0,0,19.4,6.2,42,-27.711,11.6,4.285,413.387,17/1/2012
23,23,0,0,0,0,0,0,0,0,42.083,0,0,31.401,18.501,0,48.766,0,0,25.606,25.773,0,30.615,23.1,6.672,10.774,0,0,3.507,38.4,0,0,0,0,0,0,19.2,6.4,34,-1.709,8.6,-3.516,361.423,17/1/2012
0,00,0,0,0,0,0,0,0,0,41.471,0,0,27.001,19.401,0,48.766,0,0,25.606,25.773,0,29.38,26.928,15.833,15.778,0,0,3.524,38.5,0,0,0,0,0,0,20,5.5,0,-1.709,6.3,-4.907,340.26,18/1/2012
1,01,0,0,0,0,0,0,0,0,41.471,0,0,32.401,20.901,0,49.136,0,0,25.606,25.773,0,28.099,26.004,8.408,10.91,0,0,3.586,38.2,0,0,0,0,0,0,20,5.5,0,0,5.1,-4.907,332.22,18/1/2012
2,02,0,0,0,0,0,0,0,0,41.415,0,0,28.801,14.2,0,48.322,0,0,25.885,25.801,0,24.82,21.912,0,25.048,0,0,3.252,38.2,0,0,0,0,0,0,20,5.5,0,3.906,0.1,-6.006,321.91,18/1/2012
3,03,0,0,0,0,0,0,0,0,41.61,0,0,19.901,15.401,0,48.47,0,0,25.885,25.801,0,32.502,16.632,10.993,14.342,0,0,3.419,38.5,0,0,0,0,0,0,20,5.5,0,-20.386,-1.2,4.193,332.93,18/1/2012
4,04,0,0,0,0,0,0,0,0,41.554,0,0,26.101,20.701,0,48.174,0,0,25.857,25.801,0,30.121,25.872,9.475,14.315,0,0,3.542,38.6,0,0,0,0,0,0,20,5.5,0,5.371,0.6,-6.409,332.51,18/1/2012
5,05,0,0,0,0,0,0,0,0,42,0,0,31.001,22.201,0,49.136,0,0,25.857,25.801,0,29.29,29.832,16.749,18.006,0,0,3.568,38.7,0,0,0,0,0,0,20,5.5,0,17.457,-1.3,-7.617,345.54,18/1/2012
6,06,0,0,0,0,0,0,0,0,41.443,0,0,33.201,20.901,0,48.544,0,0,25.662,25.801,0,33.153,26.532,0,8.026,0,0,3.34,38.8,0,0,0,0,0,0,20,5.5,40,0,9.6,-3.406,321.36,18/1/2012
7,07,0,0,0,0,0,0,0,0,41.332,0,0,35.001,21.301,0,50.32,9.768,0,25.662,25.411,0,0,28.38,18.553,19.305,0,0,3.63,38.5,0,0,0,0,0,0,20,5.5,47.3,-1.831,5,-6.006,341.87,18/1/2012
8,08,0,0,0,0,0,0,33.165,0,39.356,0,0,32.401,19.401,0,50.542,16.65,0,25.69,25.69,0,10.4,27.852,12.893,18.745,0,0,3.48,38.6,0,0,0,0,0,0,20,5.5,47.3,-10.62,7.7,-1.209,381.02,18/1/2012
9,09,0,0,0,0,0,0,33.636,0,40.024,0,0,34.401,22.501,0,51.06,16.798,0,25.634,25.718,0,18.8,27.456,14.534,20.262,15.846,15.163,3.313,36.5,0,0,0,0,0,0,20,5.5,47.3,0,5.7,-7.709,425.84,18/1/2012
10,10,0,0,0,0,0,0,32.163,0,40.163,0,0,39.401,22.601,32.658,50.912,16.502,0,24.855,25.578,0,13.859,26.268,11.444,19.032,15.477,14.493,3.489,38.5,0,0,0,0,0,0,20,5.5,47.3,9.033,1.1,-8.918,448.19,18/1/2012
11,11,0,0,0,0,0,0,33.783,0,40.246,0,0,31.201,20.601,32.729,50.912,16.65,0,25.467,25.745,0,9.793,27.192,24.227,24.884,24.104,23.68,3.612,0,0,0,0,0,0,0,20,5.5,47.3,-16.846,7.1,-4.816,451.28,18/1/2012
12,12,0,0,0,0,0,0,35.374,0,40.441,0,0,39.301,22.601,43.916,51.208,16.946,0,25.356,25.662,0,14.331,25.74,16.147,13.549,19.524,18.813,3.006,10,0,0,0,0,0,0,20,5.5,47.3,4.028,6.7,0.183,433.5,18/1/2012
13,13,0,0,0,0,0,0,35.168,0,39.662,0,0,34.601,21.201,32.899,50.764,16.724,0,25.495,25.551,0,13.859,26.136,8.846,7.903,15.723,15.641,3.375,38.6,0,0,0,0,0,0,20,5.5,47.3,-20.386,15.1,3.699,435.86,18/1/2012
14,14,0,0,0,0,0,0,33.43,0,38.159,0,0,35.101,21.701,32.714,50.912,16.502,0,25.467,25.634,0,13.028,26.796,8.19,13.987,17.405,15.286,3.498,38.6,0,0,0,0,0,0,20,5.5,47.3,0,9.7,-5.402,434.12,18/1/2012
15,15,0,0,0,0,0,0,33.577,0,39.773,0,0,30.301,16.301,39.973,50.764,16.65,0,25.467,25.244,0,13.275,23.892,16.584,16.284,14.452,14.055,3.41,38.3,0,0,0,0,0,0,20.5,5.5,47.3,-3.784,0.4,-6.317,450.58,18/1/2012
16,16,0,0,0,0,0,0,34.314,0,40.052,0,0,37.801,22.501,25.481,51.356,16.502,0,25.467,25.244,0,12.713,25.608,13.454,15.915,15.696,15.053,3.375,38.7,0,0,0,0,0,0,20.5,5.5,47.3,38.942,-9.9,-20.014,432.82,18/1/2012
17,17,0,0,0,0,0,0,36.553,0,39.857,0,0,36.901,22.501,11.801,51.134,16.798,0,25.05,25.356,0,13.028,28.38,15.915,18.745,0,0,3.34,37.8,0,0,0,0,0,0,20.5,5.5,47.3,-5.127,7.7,-3.406,406.67,18/1/2012
18,18,0,0,0,0,0,7.625,36.759,0,42.417,0,0,37.101,21.801,12.192,50.616,16.576,0,25.523,25.356,0,10.984,22.44,23.448,24.733,0,22.6,3.621,38.3,0,0,0,0,0,0,20.5,5.5,47.3,-29.298,13.8,-2.509,462.49,18/1/2012
19,19,0,0,0,0,0,9.221,36.7,0,43.085,0,0,37.201,22.501,47.568,51.134,16.502,0,25.356,25.356,0,10.916,25.872,22.969,23.885,16.68,16.571,3.507,38.227,0,0,0,0,0,0,20.5,5.5,47.3,-6.226,8.2,-3.204,496.99,18/1/2012
20,20,0,0,0,0,0,9.134,36.523,0,42.779,0,0,29.801,18.401,47.786,50.764,16.724,0,25.578,25.384,0,12.017,21.912,17.637,19.223,14.37,14.301,3.279,38.4,0,0,0,0,0,0,20.5,5.5,47.3,2.93,-1.1,-7.215,472.11,18/1/2012
21,21,0,0,0,0,0,9.17,36.67,0,42.863,0,0,26.901,17.201,8.764,50.912,16.28,0,25.578,25.384,0,9.254,23.364,10.952,12.196,14.999,15.094,3.577,38.5,0,0,0,0,0,0,20.5,5.5,47.3,-11.597,9.4,1.282,410.98,18/1/2012
22,22,0,0,0,0,0,7.171,37.318,0,43.085,0,0,24.301,17.201,0,51.282,16.502,0,25.578,25.384,0,10.04,22.836,7.807,6.153,0,0,3.191,38.7,0,0,0,0,0,0,20.5,5.5,47.3,9.4,1.2,-6.61,355.37,18/1/2012
23,23,0,0,0,0,0,0,0,0,42.556,0,0,26.901,17.501,0,48.618,0,0,25.551,25.578,0,9.501,25.872,13.891,14.438,0,0,2.478,38.6,0,0,0,0,0,0,20.5,5.5,47.3,-5.982,3.8,-1.209,318.4,18/1/2012
0,00,0,0,0,0,0,0,0,0,42.779,0,0,18.001,13.8,0,48.692,0,0,25.606,25.523,0,5.4,22.572,20.714,24.637,0,0,3.085,38.2,0,0,0,0,0,0,19.7,6.3,28.3,-10.132,6,5.695,341.741,19/1/2012
1,01,0,0,0,0,0,0,0,0,42.779,0,0,37.401,22.701,0,48.914,1.036,0,25.606,25.495,0,6.5,26.664,7.821,9.256,0,0,3.08,38.7,0,0,0,0,0,0,19.4,6.38,0,5.249,9.2,-7.91,315.194,19/1/2012
2,02,0,0,0,0,0,0,0,0,43.03,0,0,25.801,15.901,0,44.326,14.504,0,25.551,25.69,0,6.4,25.608,0,26.374,0,0,3.1,38.1,0,0,0,0,0,0,19.4,6.38,0,3.784,0.9,-4.303,319.784,19/1/2012
3,03,0,0,0,0,0,0,0,0,0,0,0,31.601,21.401,0,52.91,17.242,0,25.523,25.328,0,6,27.852,20.29,19.838,0,0,3.12,38.2,0,0,0,0,0,0,19.5,6.46,0,5.982,3.4,-9.906,315.789,19/1/2012
4,04,0,0,0,0,0,0,0,0,43.252,0,0,39.501,22.601,0,44.622,14.726,0,25.523,25.328,0,7.1,26.532,0,8.641,0,0,3.243,38.6,0,0,0,0,0,0,19.5,6.5,0,10.376,1.9,-8.716,322.016,19/1/2012
5,05,0,0,0,0,0,0,0,0,43.002,0,0,17.001,12.7,0,50.246,16.576,0,25.523,25.272,0,12,23.364,22.573,25.02,0,0,3.1,38.6,0,0,0,0,0,0,19.5,6.5,0,7.08,-7.9,-5.31,347.107,19/1/2012
6,06,0,0,0,0,0,0,0,0,42.696,0,0,32.801,17.801,0,50.098,16.354,0,25.523,25.718,0,14.2,23.364,16.762,10.035,0,0,3.09,38.1,0,0,0,0,0,0,19.5,6.45,18,3.906,2,-6.006,360.592,19/1/2012
7,07,0,0,0,0,0,0,0,0,41.666,0,0,39.301,22.601,0,50.764,16.798,0,25.523,25.467,0,12.4,21.252,16.94,22.012,0,0,3.252,38.8,0,0,0,0,0,0,19.4,6.4,19,-1.221,6.9,-5.713,381.628,19/1/2012
8,08,0,0,0,0,0,0,19.849,0,41.36,0,0,34.901,20.401,0,50.986,16.724,0,25.523,25.857,0,13.3,27.852,15.614,12.825,0,0,3.23,38.678,0,0,0,0,0,0,19.4,6.3,47.3,-4.028,7.6,-3.9,420.45,19/1/2012
9,09,0,0,0,0,0,0,35.728,0,39.996,0,0,31.701,20.101,0,50.912,16.872,0,25.523,25.773,0,12.8,24.288,20.126,22.696,0,22.094,3.22,38.6,0,0,0,0,0,0,19.4,6.15,47.3,7.324,-8.8,-11.408,476.164,19/1/2012
10,10,0,0,0,0,0,0,33.636,0,39.857,0,0,31.801,21.001,29.021,50.468,16.65,0,25.662,26.302,0,12.3,21.912,12.565,10.295,20.372,20.331,3.1,38.3,0,0,0,0,0,0,19.2,6.07,47.3,-13.062,11.5,1.19,486.515,19/1/2012
11,11,0,0,0,0,0,1.494,35.551,0,41.499,0,0,32.701,18.501,47.907,50.764,16.872,0,25.662,25.606,0,12.7,25.476,11.116,9.229,17.61,17.61,3.208,38.5,0,0,0,0,0,0,19.3,5.84,47.3,3.662,7.6,-1.3,494.466,19/1/2012
12,12,0,0,0,0,0,0,34.844,0,41.22,0,0,22.701,16.101,47.672,50.912,16.798,0,25.662,25.996,0,10,21.78,16.653,15.833,17.829,17.897,3.21,38.6,0,0,0,0,0,0,19.2,5.67,47.3,-18.433,14.3,8.991,491.02,19/1/2012
13,13,0,0,0,0,0,0,35.021,0,42.779,0,0,24.101,13.9,47.396,50.764,16.65,0,25.662,25.996,0,18.7,24.024,9.325,7.971,15.983,14.684,3.17,38.768,0,0,0,0,0,0,19.4,5.6,47.3,-10.01,4.2,-2.106,495.142,19/1/2012
14,14,0,0,0,0,0,0,36.081,0,39.857,0,0,17.001,11.9,40.86,50.69,16.724,0,25.662,25.996,0,17.3,23.628,20.755,23.038,20.112,20.098,3.21,38.7,0,0,0,0,0,0,19.4,5.52,47.3,-18.189,17.201,9.888,494.932,19/1/2012
15,15,0,0,0,0,0,0,36.788,0,41.888,0,0,11.3,7.5,47.368,51.134,16.798,0,25.662,25.996,0,32.1,27.192,14.643,17.2,18.047,17.213,3.9,38.5,0,0,0,0,0,0,19.2,5.76,47.3,15.748,-6.1,-3.406,499.247,19/1/2012
16,16,0,0,0,0,0,0,36.523,0,41.415,0,0,27.801,19.401,47.391,51.282,16.576,0,25.662,25.996,0,32.2,23.232,7.137,7.164,0,16.106,3.05,38.7,0,0,0,0,0,0,19.2,6.07,47.3,0,5.6,-1.703,488.309,19/1/2012
17,17,0,0,0,0,0,0,36.847,0,43.057,0,0,38.001,20.501,17.622,51.06,16.502,0,25.578,25.996,0,31.7,20.988,7.137,7.561,0,0,3.22,38.2,0,0,0,0,0,0,19.2,6.07,47.3,4.883,10.2,-5.109,446.566,19/1/2012
18,18,0,0,0,0,0,0,36.877,0,43.364,0,0,38.601,20.501,17.12,50.468,16.428,0,25.578,25.996,0,32.9,23.232,21.042,24.528,0,17.254,3.1,38.2,0,0,0,0,0,0,19.3,6.23,47.3,0,6.3,-7.801,509.52,19/1/2012
19,19,0,0,0,0,0,0,37.348,0,43.057,0,0,33.101,20.501,47.625,50.764,16.576,0,25.578,25.718,0,30,24.816,22.436,19.647,16.297,16.243,3.12,38.588,0,0,0,0,0,0,19.5,6.38,47.3,13.306,3.5,-6.61,534.411,19/1/2012
20,20,0,0,0,0,0,0,36.788,0,42.779,0,0,39.601,22.501,31.712,51.06,16.872,0,25.578,25.718,0,32.6,25.212,13.672,15.436,14.944,14.916,3,38.4,0,0,0,0,0,0,20.5,6.45,47.3,-15.625,19.201,2.893,518.57,19/1/2012
21,21,0,0,0,0,0,0,36.582,0,42.584,0,0,37.901,21.301,0,51.208,16.798,0,25.578,25.69,0,30.5,25.344,6.658,6.508,11.006,15.176,2.962,38.8,0,0,0,0,0,0,20.3,6.3,47.3,-23.316,6.4,-1.007,486.427,19/1/2012
22,22,0,0,0,0,0,0,0,0,43.336,0,0,36.801,22.501,0,50.69,16.65,0,25.578,25.551,0,30.7,26.004,7.356,7.26,0,0,2.9,38.5,0,0,0,0,0,0,20.3,6.4,47.3,3.052,9.4,-3.113,398.488,19/1/2012
23,23,0,0,0,0,0,0,0,0,43.057,0,0,27.601,21.201,0,50.32,16.724,0,25.411,25.411,0,31,23.892,15.45,19.852,0,0,2.9,38.537,0,0,0,0,0,0,19.7,6.4,0,6.47,-.2,-6.61,367.759,19/1/2012
0,00,0,0,0,0,0,0,0,0,22.238,0,0,37.101,20.601,0,50.468,16.428,0,25.411,25.411,0,33.76,27.06,7.903,19.36,0,0,3.129,38.938,0,0,0,0,0,0,19.8,6.5,0,2.564,7.5,-2.6,346.644,20/1/2012
1,01,0,0,0,0,0,0,0,0,0,0,0,31.401,21.801,0,50.764,16.872,0,25.411,25.356,0,30.975,26.796,15.217,15.381,0,0,2.865,38.418,0,0,0,0,0,0,20.1,6.5,0,3.784,3,-7.508,328.691,20/1/2012
2,02,0,0,0,0,0,0,0,0,0,0,0,33.701,22.601,0,50.616,16.65,0,25.384,25.439,0,31.828,27.72,10.76,11.061,0,0,2.804,37.877,0,0,0,0,0,0,19.6,6.5,0,0,5.7,-4.102,320.943,20/1/2012
3,03,0,0,0,0,0,0,0,0,0,0,0,39.201,22.001,0,50.468,16.354,0,25.384,25.523,0,31.671,27.852,6.959,6.905,0,0,3.032,38.697,0,0,0,0,0,0,20.5,6.5,0,-1.465,8.1,-5.805,320.327,20/1/2012
4,04,0,0,0,0,0,0,0,0,0,0,0,30.201,21.701,0,50.986,16.946,0,25.384,25.523,0,32.457,29.964,12.77,17.227,0,0,2.057,38.567,0,0,0,0,0,0,20.4,6.5,0,3.174,5.1,-3.607,326.066,20/1/2012
5,05,0,0,0,0,0,0,0,0,41.22,0,0,39.201,22.501,0,50.838,0,0,25.495,25.634,0,31.896,27.984,0,16.926,0,0,2.83,38.267,0,0,0,0,0,0,21.1,6.38,0,-6.348,12,-.806,345.426,20/1/2012
6,06,0,0,0,0,0,0,0,0,41.471,0,0,37.901,22.401,0,50.764,16.724,0,25.439,25.3,0,31.401,29.304,0,20.358,0,0,2.892,38.447,0,0,0,0,0,0,20.7,6.32,0,4.273,7,-4.614,362.763,20/1/2012
7,07,0,0,0,0,0,0,0,0,40.079,0,0,38.101,22.501,0,50.764,16.798,0,25.439,25.578,0,31.985,26.4,9.147,16.762,0,0,3.041,38.967,0,0,0,0,0,0,20.8,6.39,0,4.883,-.4,-10.401,378.67,20/1/2012
8,08,0,0,0,0,0,0,0,0,39.105,0,0,38.901,22.101,0,50.838,16.798,0,25.439,25.606,0,29.807,26.004,20.071,20.413,0,0,3.094,37.468,0,0,0,0,0,0,20.4,6.3,37.4,13.184,0,-14.502,421.063,20/1/2012
9,09,0,0,0,0,0,0,34.579,0,37.658,0,0,38.901,22.501,0,50.764,16.65,0,25.439,25.606,0,31.716,26.136,12.756,15.409,0,14.452,3.015,38.768,0,0,0,0,0,0,19.7,4.74,37.4,-15.748,16.901,-.604,455.641,20/1/2012
10,10,0,0,0,0,0,0,34.608,0,38.549,0,0,37.101,18.801,0,51.06,16.724,0,25.857,25.606,0,31.918,27.588,13.549,13.399,16.338,15.368,3.076,38.817,0,0,0,0,0,0,19.1,5.85,47.3,-15.381,6,-4.01,494,20/1/2012
11,11,0,0,0,0,0,0,35.139,0,38.66,0,0,33.501,21.801,0,50.69,16.428,0,25.829,25.551,0,31.985,25.08,14.602,15.272,20.577,19.428,3.024,38.867,0,0,0,0,0,0,20.2,5.8,47.3,-12.452,17.601,3.296,481.329,20/1/2012
12,12,0,0,0,0,0,0,35.345,0,38.354,0,0,34.801,22.201,0,51.06,16.724,0,25.829,25.551,0,29.155,26.4,17.473,18.635,20.467,20.18,2.821,39.188,0,0,0,0,0,0,19.2,5.67,47.3,10.01,-1.2,-9.009,496.553,20/1/2012
13,13,0,0,0,0,0,1.304,35.168,0,39.523,0,0,33.501,22.301,0,50.912,16.798,0,25.829,25.551,0,32.412,22.704,9.174,10.446,17.651,18.102,3.041,38.797,0,0,0,0,0,0,19.4,5.67,47.3,-13.184,17.201,1.19,470.377,20/1/2012
14,14,0,0,0,0,0,0.732,36.759,0,38.716,0,0,15.1,12.1,0,50.986,16.576,0,25.829,25.551,0,31.716,24.816,23.749,24.405,24.296,24.05,2.883,38.068,0,0,0,0,0,0,20,5.72,47.3,-9.766,4.6,5.786,488.732,20/1/2012
15,15,0,0,0,0,0,0,36.611,0,38.075,0,0,20.201,18.201,15.485,50.616,16.724,0,25.467,25.94,0,31.469,24.816,12.401,13.235,20.809,19.046,3.068,38.588,0,0,0,0,0,0,20.2,6.5,47.3,-7.813,10.5,3.296,478.949,20/1/2012
16,16,0,0,0,0,0,1.567,36.553,0,39.829,0,0,29.601,19.901,15.668,50.616,16.724,0,25.467,25.745,0,32.682,25.344,7.328,6.836,17.213,15.491,2.909,38.118,0,0,0,0,0,0,19.6,5.67,47.3,25.269,0,-7.508,462.401,20/1/2012
17,17,0,0,0,0,0,1.282,35.993,0,41.332,0,0,28.001,17.601,0,50.098,16.28,0,25.912,25.578,0,31.536,24.948,7.561,7,0,15.709,2.892,37.807,0,0,0,0,0,0,19.1,5.87,47.3,-10.987,11.2,4.193,437.394,20/1/2012
18,18,0,0,0,0,0,2.798,37.053,0,42.89,0,0,39.201,22.501,0,51.06,16.872,0,25.411,25.829,0,32.457,24.948,23.858,24.87,0,5.387,2.971,38.687,0,0,0,0,0,0,19.5,6.07,47.3,9.888,7.4,-10.602,482.977,20/1/2012
19,19,0,0,0,0,0,2.791,37.407,0,42.918,0,0,36.101,22.401,47.697,50.912,16.65,0,25.411,25.857,0,32.569,22.572,15.545,10.268,16.133,16.338,2.988,38.848,0,0,0,0,0,0,19.4,6.23,47.3,13.794,1.1,-8.002,529.444,20/1/2012
20,20,0,0,0,0,0,2.747,36.494,0,42.807,0,0,38.001,22.001,32.136,50.986,16.65,0,25.3,25.745,0,32.592,25.608,12.797,12.661,15.409,15.668,3.024,38.557,0,0,0,0,0,0,19.4,6.15,47.3,0,2.2,-4.706,524.539,20/1/2012
21,21,0,0,0,0,0,2.71,36.788,0,43.308,0,0,37.301,20.501,0,50.542,16.724,0,25.3,25.745,0,31.334,24.42,13.467,13.344,0,17.008,2.848,38.217,0,0,0,0,0,0,19.1,6.3,47.3,4.883,4.4,-8.405,471.379,20/1/2012
22,22,0,0,0,0,0,2.732,0,0,43.057,0,0,37.901,22.501,0,47.5,14.897,0,25.3,25.745,0,33.356,23.628,8.039,7.752,0,0,2.953,38.248,0,0,0,0,0,0,19.4,6.3,42,18.555,-1.1,-15.51,399.364,20/1/2012
23,23,0,0,0,0,0,2.747,0,0,42.807,0,0,36.801,22.601,0,47.5,14.846,0,26.692,25.745,0,33.198,24.552,8.873,8.641,0,0,3.006,37.717,0,0,0,0,0,0,19.3,6.38,0,-3.54,4.5,-6.702,367.148,20/1/2012
0,00,0,0,0,0,0,2.754,0,0,22.294,0,0,39.201,22.601,0,47.5,16.384,0,25.411,25.495,0,34.299,26.136,12.237,11.635,0,0,2.786,39.207,0,0,0,0,0,0,19.3,6.3,0,12.452,6.5,-7.801,342.389,21/1/2012
1,01,0,0,0,0,0,2.776,0,0,0,0,0,37.901,22.501,0,50.912,16.798,0,25.773,25.411,0,31.716,23.892,13.344,14.288,0,0,3.068,37.997,0,0,0,0,0,0,19.1,6.23,0,7.08,3.2,-7.013,328.44,21/1/2012
2,02,0,0,0,0,0,2.754,0,0,0,0,0,36.001,22.401,0,45.362,14.652,0,25.801,26.052,0,33.805,22.308,11.088,10.241,0,0,2.892,37.967,0,0,0,0,0,0,19.2,6.3,0,13.916,-4.2,-11.811,318.919,21/1/2012
3,03,0,0,0,0,0,2.725,0,0,0,0,0,36.401,21.801,0,49.728,0,0,25.801,26.107,0,32.884,28.512,12.537,11.758,0,0,3.112,38.227,0,0,0,0,0,0,19.3,6.3,0,-3.784,4.5,-6.61,321.087,21/1/2012
4,04,0,0,0,0,0,2.798,0,0,0,0,0,39.101,22.501,0,49.876,0,0,25.801,26.107,0,33.333,27.456,18.389,17.555,0,0,2.83,38.758,0,0,0,0,0,0,19.2,6.35,0,0,10.8,-4.505,323.76,21/1/2012
5,05,0,0,0,0,0,2.717,0,0,42.779,0,0,37.701,22.501,0,49.432,0,0,25.801,26.219,0,31.985,28.116,0,6.658,0,0,3.05,38.357,0,0,0,0,0,0,19.4,6.3,0,-3.296,6.3,-3.809,341.821,21/1/2012
6,06,0,0,0,0,0,2.783,0,0,43.308,0,0,36.201,22.201,0,49.654,0,0,25.801,25.996,0,33.468,23.496,0,12.059,0,0,2.408,38.498,0,0,0,0,0,0,19.5,6.44,0,3.784,1.8,-7.91,344.139,21/1/2012
7,07,0,0,0,0,0,2.732,0,0,42.556,0,0,35.001,22.301,0,49.21,0,0,25.801,25.996,0,31.312,26.004,10.582,8.955,0,0,2.857,38.987,0,0,0,0,0,0,19,6.41,0,-10.254,6.9,0,351.058,21/1/2012
8,08,0,0,0,0,0,2.703,0,0,42.779,0,0,33.201,20.701,0,49.284,0,0,25.773,25.718,0,30.705,23.496,18.471,20.659,0,0,3.12,38.057,0,0,0,0,0,0,19.4,6.23,40.7,-22.706,20.601,6.391,396.711,21/1/2012
