,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIOS DE ENERGIA EN EL MERCADO DE OCASION ( US$/MWh ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIQUIDACION OFICIAL FEBRERO 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERIODO: 01.FEBRERO.2014 - 28.FEBRERO.2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb,0-Jan,0-Jan,0-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HRS,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb,0-Jan,0-Jan,0-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:00,142.70,143.61,135.11,139.15,144.62,142.75,128.97,139.73,144.60,140.44,139.06,140.74,143.69,144.84,151.23,139.51,139.70,142.91,142.67,141.46,148.50,147.69,141.59,143.95,144.79,149.30,148.15,142.53,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,125.69,143.10,127.10,140.29,143.36,140.09,127.10,138.98,143.36,128.72,141.31,140.65,143.69,141.03,144.49,140.35,130.66,144.21,142.86,141.78,147.04,147.76,143.24,143.95,145.14,142.56,148.54,142.61,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:00,125.69,142.05,127.10,140.28,139.52,140.44,127.10,138.98,144.78,128.72,141.57,141.41,139.19,140.15,140.22,144.25,130.66,130.66,142.85,142.00,142.45,147.62,130.66,137.16,145.11,142.74,148.76,142.56,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,127.30,145.06,127.10,140.34,139.86,140.41,146.30,140.09,142.65,128.72,141.62,141.46,143.39,139.87,139.19,128.72,130.66,134.54,142.94,141.46,141.71,145.98,130.66,140.89,147.58,142.59,148.00,147.95,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:00,145.06,145.06,138.71,142.13,142.97,142.62,135.93,140.07,140.11,137.73,140.61,141.30,146.70,142.72,142.65,128.72,139.69,145.84,144.44,141.46,141.60,148.30,137.35,152.51,144.52,148.81,147.94,153.68,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,136.34,142.88,143.88,144.80,145.27,147.88,138.80,139.96,127.10,143.07,143.07,143.07,154.68,145.23,143.69,128.72,146.99,145.98,147.26,146.95,147.21,147.59,142.99,149.46,149.10,148.23,152.88,154.05,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:00,141.19,141.43,145.40,144.80,145.67,145.09,139.08,138.98,140.67,143.07,146.79,143.69,150.40,149.92,139.74,134.46,146.99,147.12,151.84,147.37,147.52,147.97,142.72,148.03,148.81,148.72,154.05,154.05,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,143.36,140.23,146.09,146.83,149.12,145.11,144.32,141.50,144.80,143.69,145.87,143.69,150.64,150.57,143.69,143.07,146.99,147.00,151.84,151.80,151.83,147.69,148.07,152.89,148.42,154.45,154.05,155.43,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:00,145.06,144.31,151.40,145.26,150.32,150.26,144.80,144.35,144.80,148.96,150.16,145.42,151.78,150.58,143.69,143.07,146.99,151.83,152.79,152.63,153.00,151.82,147.63,154.00,154.19,154.24,154.24,157.94,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,145.06,144.58,151.45,150.07,150.32,150.30,150.04,144.80,144.80,150.21,151.78,151.23,151.78,150.45,145.80,143.07,151.85,152.69,153.00,153.00,153.00,147.80,147.80,154.05,154.24,154.24,154.24,157.76,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:00,148.21,144.96,151.45,151.45,151.45,151.45,149.99,147.94,144.80,151.78,151.78,150.43,151.78,151.78,145.33,143.07,151.87,153.00,153.00,153.00,153.00,151.78,147.80,154.22,154.24,155.87,155.27,162.70,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,146.01,145.06,151.45,151.45,153.17,151.45,150.06,149.31,144.80,151.78,153.46,151.78,154.43,152.14,145.27,143.07,152.93,153.00,153.00,154.30,153.00,152.59,147.80,154.24,158.67,155.96,155.21,163.06,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:00,145.17,145.06,151.45,152.06,151.64,151.45,150.09,149.29,144.80,151.78,151.99,151.78,154.80,156.55,145.15,143.07,152.95,153.00,154.40,157.69,154.20,152.54,147.80,156.38,155.87,155.77,155.25,162.01,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,145.30,147.28,152.67,151.66,151.66,152.18,151.40,147.59,144.80,151.78,152.00,152.08,152.24,158.88,145.34,143.07,152.97,153.00,154.33,157.99,154.63,152.54,151.87,157.17,156.13,160.00,155.23,160.07,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:00,147.80,148.40,154.98,154.56,156.15,151.45,151.45,144.80,144.18,151.78,151.87,154.41,154.72,158.99,145.42,143.07,152.99,153.00,154.34,162.00,154.64,152.40,153.00,164.57,157.86,162.50,160.07,162.64,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,146.32,148.49,156.19,156.19,154.98,151.45,151.28,144.34,148.69,151.78,151.78,158.45,154.33,159.01,146.88,143.07,153.00,154.27,155.80,161.40,157.25,152.61,153.00,162.50,157.78,162.61,162.71,162.61,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:00,146.07,145.06,155.27,153.99,156.19,151.45,151.27,144.49,148.24,150.25,152.56,152.33,151.97,154.39,147.87,143.07,152.99,152.97,155.32,158.75,154.30,147.75,147.80,163.44,155.77,160.92,159.32,163.09,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,148.33,147.02,151.45,153.22,158.64,151.45,151.29,145.32,145.33,150.22,151.78,150.96,151.96,151.79,146.96,143.26,151.96,152.71,151.87,153.00,153.00,147.74,147.80,155.99,155.43,154.93,154.76,157.76,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:00,151.87,153.24,155.49,155.16,155.26,153.35,151.23,148.58,151.37,151.78,152.68,151.78,154.04,151.78,152.35,151.48,152.69,156.69,154.81,158.18,154.10,153.01,152.82,156.15,155.06,157.74,162.71,164.54,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,151.71,151.71,160.19,155.80,155.28,151.45,149.73,150.80,153.72,151.78,155.97,151.78,152.36,154.37,151.78,151.78,153.00,156.44,153.00,154.91,156.44,153.00,153.00,156.29,155.33,163.06,164.26,162.53,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:00,151.39,153.59,151.45,151.38,151.59,151.45,148.66,149.77,150.81,151.78,151.78,150.44,151.78,152.12,150.29,151.46,152.66,153.00,156.91,153.00,153.00,151.76,152.43,154.22,154.24,157.60,159.75,163.93,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,146.56,146.71,154.93,149.09,151.44,150.51,144.80,145.92,153.21,147.21,151.78,150.42,154.90,151.13,150.13,147.60,147.56,152.72,147.80,152.92,152.43,147.80,147.80,156.79,154.09,154.16,154.19,155.24,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:00,145.06,140.47,146.19,146.30,146.44,145.81,143.06,144.98,143.67,143.07,150.03,153.00,146.27,146.81,147.50,143.14,148.75,147.72,148.32,147.73,154.07,147.80,147.63,149.52,153.63,152.34,148.16,153.73,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24:00,144.63,140.18,143.12,145.59,145.29,147.37,141.42,146.63,140.25,141.00,143.69,143.69,146.63,147.95,142.87,145.12,144.79,143.97,145.98,147.66,153.71,147.74,144.22,146.40,148.34,152.30,148.46,148.17,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIO DE POTENCIA DE OCASION ( US$ / MW ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb,0-Jan,0-Jan,0-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIO,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,190.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIOS MAXIMOS MINIMOS ENERGIA Y POTENCIA DE OCASION ( US$ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIO,MAX,MIN,PROM,PROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENERGIA,164.57,125.69,106.45,148.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POTENCIA,190.00,0.50,35.32,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,